ParkName,UnitCode,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Acadia NP,ACAD,2005,10810,11831,18917,59773,110330,275175,468512,519350,321070,207599,37101,11016
Acadia NP,ACAD,2006,13494,12924,21695,59034,120889,244333,476631,506833,330649,249850,33903,13353
Acadia NP,ACAD,2007,12415,11068,19220,61775,132152,273765,461894,544892,371217,263311,41449,9070
Acadia NP,ACAD,2008,10744,11131,17489,53798,125679,263542,470295,514443,319582,246533,32759,9862
Acadia NP,ACAD,2009,9366,9751,19258,59277,129885,244780,457622,586446,399789,258007,44042,9475
Acadia NP,ACAD,2010,10510,13398,26080,57992,169898,286635,545382,627918,431001,289114,36736,9544
Acadia NP,ACAD,2011,10428,9533,19510,58307,132720,297222,559892,583153,387868,270477,34192,11343
Acadia NP,ACAD,2012,11930,12388,22684,59471,157406,309198,539234,574307,391810,302932,38385,11307
Acadia NP,ACAD,2013,11249,9869,20631,47090,133653,315791,555308,617306,400400,94904,41181,7540
Acadia NP,ACAD,2014,10459,10258,17502,57211,153013,338845,561073,638152,418173,313920,31013,13510
Acadia NP,ACAD,2015,12578,10626,18062,63214,187205,359661,606597,666767,479320,344362,48912,13880
Acadia NP,ACAD,2016,17204,16530,28121,94199,217147,445410,696854,735945,570434,412416,55022,14111
Acadia NP,ACAD,2017,15520,14342,20936,85267,222978,476191,743529,762436,595388,507594,53006,12084
Acadia NP,ACAD,2018,11974,12167,23756,72858,249050,499163,759165,767219,600397,488204,40930,12692
Acadia NP,ACAD,2019,8532,9154,20161,68046,226156,490720,756439,759735,603273,436194,46011,12865
Acadia NP,ACAD,2020,12640,13459,28539,55713,103120,201156,493971,681746,500320,480859,76251,21260
Acadia NP,ACAD,2021,20268,16123,38060,110096,324654,661919,782146,795437,667301,557624,81089,14381
Acadia NP,ACAD,2022,10411,13045,22476,105126,327466,603023,791358,785236,697292,521646,70675,22506
Acadia NP,ACAD,2023,15217,15281,30822,102928,340425,566535,767956,774296,643506,541067,66987,14870
Arches NP,ARCH,2005,9894,16168,62843,71709,111718,110517,106555,103403,88218,63626,23813,13206
Arches NP,ARCH,2006,12841,20728,67550,84244,110564,102061,101297,107176,112335,72615,28087,13551
Arches NP,ARCH,2007,10681,15453,63618,90031,111652,109027,112167,106047,120301,77963,30536,12705
Arches NP,ARCH,2008,9095,13435,66408,83695,133195,124451,121038,129843,124268,80194,29604,13569
Arches NP,ARCH,2009,11684,15488,66898,91114,139332,140161,133854,133880,131913,86601,31714,13673
Arches NP,ARCH,2010,8713,11746,57623,93999,135670,151209,145489,139304,138442,89929,29343,12938
Arches NP,ARCH,2011,10182,12932,61950,96537,142251,155481,147426,138600,136246,92728,30863,15562
Arches NP,ARCH,2012,14961,17870,72273,103800,142876,143482,145696,139036,139801,96310,36170,18302
Arches NP,ARCH,2013,11099,16426,73935,108086,149321,154505,156182,147259,143755,57446,43928,20924
Arches NP,ARCH,2014,17038,22559,89841,122186,165379,170286,169844,173416,165222,115545,46940,26511
Arches NP,ARCH,2015,20699,34255,103649,138903,179804,189073,195748,173186,171711,115859,49087,27273
Arches NP,ARCH,2016,20311,33200,119122,151112,201718,211706,210359,188340,200906,146250,69404,33290
Arches NP,ARCH,2017,21549,38248,128508,155286,188726,193060,192767,177764,187603,138325,72867,44325
Arches NP,ARCH,2018,31810,40325,134951,167156,215255,214443,205493,183840,206254,147996,74155,41879
Arches NP,ARCH,2019,21499,30239,132191,168788,217474,225206,208993,184890,207857,149764,73420,39381
Arches NP,ARCH,2020,28462,42416,81623,0,13832,163699,193824,164539,203866,177864,103916,64042
Arches NP,ARCH,2021,48725,53986,151077,193914,225789,238499,211928,167686,193002,169983,98362,53914
Arches NP,ARCH,2022,40621,51568,141866,148996,172114,171859,158925,142790,158728,146986,83239,42960
Arches NP,ARCH,2023,31427,41264,132502,151232,188274,180782,165671,144080,174673,140260,83843,48037
Badlands NP,BADL,2005,11686,11158,17670,25338,62729,175943,230425,222918,89849,40128,13176,8126
Badlands NP,BADL,2006,9365,8129,12192,21437,62224,165119,203452,198003,91615,39023,20369,9190
Badlands NP,BADL,2007,14820,7448,15319,24350,68211,177612,217962,201031,95505,42105,14174,8117
Badlands NP,BADL,2008,7836,7351,13937,19620,62637,169249,216713,201226,94323,36505,9329,7008
Badlands NP,BADL,2009,7332,7639,11875,25911,69831,189139,249779,215299,105471,32610,12886,6146
Badlands NP,BADL,2010,6696,6722,7752,23423,71909,192904,238189,230914,130822,46929,13368,8150
Badlands NP,BADL,2011,6646,6818,16375,20652,58637,169056,217178,188638,116187,40910,17133,12511
Badlands NP,BADL,2012,9660,10908,22784,31658,72568,162676,209064,189830,103606,40449,17791,12412
Badlands NP,BADL,2013,11882,11033,18258,20750,65043,177507,225096,208579,104029,25530,16663,8002
Badlands NP,BADL,2014,9548,8671,15898,25054,63131,168011,210370,208807,96882,36929,13973,10820
Badlands NP,BADL,2015,10414,10942,21924,27193,68239,191593,245400,231866,117724,34498,16771,12790
Badlands NP,BADL,2016,10826,10921,20501,22812,78863,196209,249194,217071,129350,33380,17970,9166
Badlands NP,BADL,2017,10380,11149,21498,23166,85967,213966,263506,237125,127598,33426,16807,9737
Badlands NP,BADL,2018,10610,9456,16616,21343,84527,208645,263863,217350,116826,33527,16442,9737
Badlands NP,BADL,2019,8981,8059,16517,25083,71885,201516,250898,207743,118262,37727,15450,8877
Badlands NP,BADL,2020,10145,9979,17183,17290,55637,167784,238875,220523,109186,40508,18926,10896
Badlands NP,BADL,2021,14899,11350,28182,42749,109764,256041,288004,236282,138477,66941,23432,8105
Badlands NP,BADL,2022,12671,12866,25276,34943,98542,204969,224054,184816,121571,61115,19720,6266
Badlands NP,BADL,2023,10925,11426,22390,30572,99117,198393,248304,202433,142610,53066,16467,10697
Big Bend NP,BIBE,2005,27226,35308,48227,56617,26924,39520,17881,43332,29690,17629,33235,22994
Big Bend NP,BIBE,2006,16898,27261,46614,38497,24876,18796,14555,19619,12935,22837,40705,15124
Big Bend NP,BIBE,2007,23310,36824,80773,36261,17461,17264,20924,14233,23148,33960,29212,31486
Big Bend NP,BIBE,2008,23357,31187,50880,54293,42056,20538,14128,14082,21681,27794,30998,31518
Big Bend NP,BIBE,2009,38612,27275,47909,54443,26176,24593,17780,16096,21066,24435,33971,31549
Big Bend NP,BIBE,2010,24619,25146,66156,53823,30595,13561,15643,34652,13458,15349,52485,26843
Big Bend NP,BIBE,2011,53588,40813,39547,15444,39919,21392,15188,14541,24934,37912,40991,17593
Big Bend NP,BIBE,2012,22059,45585,32590,27375,37775,19330,14397,13451,16211,20958,24750,17574
Big Bend NP,BIBE,2013,22986,46573,39336,33664,39578,17284,13801,13856,14020,30835,22710,22310
Big Bend NP,BIBE,2014,28410,24159,53839,38574,23653,23963,14359,16246,22475,29882,17169,21373
Big Bend NP,BIBE,2015,30297,39199,68292,43927,30707,16697,22887,17562,16678,23237,42687,29577
Big Bend NP,BIBE,2016,36716,44176,54642,37280,40935,18630,16165,16144,18406,26806,45443,32947
Big Bend NP,BIBE,2017,35105,41670,74735,49609,37045,23500,20599,16382,19734,35094,45739,41064
Big Bend NP,BIBE,2018,33434,42670,75897,48454,35993,20335,19416,16895,21625,35547,46998,42827
Big Bend NP,BIBE,2019,29318,43129,83826,49312,37411,21228,21747,17238,21246,42724,50688,45965
Big Bend NP,BIBE,2020,43740,50584,61413,0,0,26735,0,10860,26515,51231,62515,60314
Big Bend NP,BIBE,2021,50298,43889,89914,67628,53067,33533,27321,20207,28985,49816,59467,57095
Big Bend NP,BIBE,2022,46768,47229,85414,59337,40722,22385,19117,14915,23710,45546,57158,51806
Big Bend NP,BIBE,2023,45373,48362,83159,62014,40011,22634,16913,12760,22637,44332,56400,54534
Biscayne NP,BISC,2005,36890,29993,35935,49550,50283,61005,87592,45859,26186,75962,26160,38313
Biscayne NP,BISC,2006,41208,34520,39131,50254,50464,65065,83212,47226,34903,97418,31227,34208
Biscayne NP,BISC,2007,44672,34284,45363,45652,40736,52932,62126,52222,41955,31017,32998,33485
Biscayne NP,BISC,2008,23086,38107,41725,49551,55351,48754,75299,45413,31468,113151,96736,67421
Biscayne NP,BISC,2009,34397,24041,24164,33513,55053,53902,60824,46295,18937,35030,26938,24651
Biscayne NP,BISC,2010,17535,18381,29620,46593,60484,61808,59771,54211,32666,43032,23102,20409
Biscayne NP,BISC,2011,26961,29136,40109,48625,57222,46740,71509,48281,31260,28514,21045,26675
Biscayne NP,BISC,2012,29877,28749,46277,44910,53922,49160,65594,46782,38956,32782,28447,30157
Biscayne NP,BISC,2013,33790,29960,38524,40016,54354,55272,48572,61031,42389,36185,22189,24566
Biscayne NP,BISC,2014,30437,41173,40131,46774,49710,58909,60348,62131,34694,44810,23545,33083
Biscayne NP,BISC,2015,34409,29061,49590,54897,57450,51499,59061,53480,40551,27634,25228,25304
Biscayne NP,BISC,2016,35755,30663,43331,50964,61050,43964,70830,46961,44645,24114,33694,28738
Biscayne NP,BISC,2017,30661,34689,36433,41287,55595,46085,65142,41633,6230,19456,34442,35308
Biscayne NP,BISC,2018,27638,32586,49114,53080,22249,52446,54859,46332,37170,29135,29512,35132
Biscayne NP,BISC,2019,50873,59754,76685,64172,79779,65173,60239,46191,46723,38582,59948,60403
Biscayne NP,BISC,2020,79041,91655,11052,2358,43692,32646,28770,34416,24678,17526,16320,20616
Biscayne NP,BISC,2021,59970,56112,70526,63980,79373,55866,51016,46213,56434,41834,54005,70326
Biscayne NP,BISC,2022,55096,62829,64243,63574,70048,54233,68066,52652,45857,44757,54538,65130
Biscayne NP,BISC,2023,48536,53636,61580,61781,53570,46952,66638,41872,47306,32702,27289,29380
Black Canyon of the Gunnison NP,BLCA,2005,2454,3263,2814,6683,17785,33902,43429,30978,21662,12606,3490,1748
Black Canyon of the Gunnison NP,BLCA,2006,2438,2210,5605,6675,17967,24686,27032,23525,24219,19483,4361,2249
Black Canyon of the Gunnison NP,BLCA,2007,7105,5254,14622,14944,22728,30105,33598,29479,24181,23626,11811,2123
Black Canyon of the Gunnison NP,BLCA,2008,2070,2196,3064,4434,19572,19712,33123,27066,21143,14443,6925,6437
Black Canyon of the Gunnison NP,BLCA,2009,2896,2936,4137,6378,17349,28824,33975,28343,26428,11553,6075,2557
Black Canyon of the Gunnison NP,BLCA,2010,2519,3034,3199,4421,21259,24477,35398,27367,24297,21331,3646,5396
Black Canyon of the Gunnison NP,BLCA,2011,3289,3207,4012,4885,12722,24589,28381,39032,26905,12297,5031,3986
Black Canyon of the Gunnison NP,BLCA,2012,509,717,4388,9150,24991,41757,37371,26047,23919,12742,7126,3853
Black Canyon of the Gunnison NP,BLCA,2013,4046,3410,6698,8606,23708,21927,37010,33279,23945,5789,3296,4138
Black Canyon of the Gunnison NP,BLCA,2014,3469,4031,4302,6761,21157,28536,42253,25712,24788,13432,4925,3679
Black Canyon of the Gunnison NP,BLCA,2015,4600,4136,5968,8896,23176,33141,45328,27197,29878,16626,5550,4670
Black Canyon of the Gunnison NP,BLCA,2016,5510,3932,2850,9871,28055,34433,47029,34384,38169,19113,8955,5717
Black Canyon of the Gunnison NP,BLCA,2017,6925,3361,7147,11292,29218,40616,44532,40788,45983,54766,19473,3042
Black Canyon of the Gunnison NP,BLCA,2018,7600,5231,7687,11728,48554,42306,44962,46511,46915,22062,21674,3732
Black Canyon of the Gunnison NP,BLCA,2019,4921,6369,12180,25077,75198,75289,51368,80046,48420,25828,22684,5438
Black Canyon of the Gunnison NP,BLCA,2020,8107,9112,5849,19803,25976,27583,61521,58097,48257,47739,23249,6327
Black Canyon of the Gunnison NP,BLCA,2021,8759,7287,7236,14159,34729,47411,54392,47104,44884,22757,12356,7836
Black Canyon of the Gunnison NP,BLCA,2022,7260,6088,9127,13755,30145,31658,50608,50031,42758,23413,17257,15157
Black Canyon of the Gunnison NP,BLCA,2023,15001,7534,8363,11376,31876,50739,53534,53177,56683,45493,17763,5530
Bryce Canyon NP,BRCA,2005,11098,17219,38748,56390,114249,154760,174099,165818,152109,83564,31923,17704
Bryce Canyon NP,BRCA,2006,13772,15329,31152,74520,104013,125785,138960,135491,119800,82216,32257,17381
Bryce Canyon NP,BRCA,2007,11493,13873,37298,76671,118269,152132,154166,160379,149393,90861,32988,15040
Bryce Canyon NP,BRCA,2008,11024,14488,42956,75143,107709,172120,183100,173837,156547,64776,26575,15046
Bryce Canyon NP,BRCA,2009,13118,33512,46912,82012,129863,174582,199518,194750,186023,105790,33695,16602
Bryce Canyon NP,BRCA,2010,12402,14957,38460,72125,154228,190632,235722,211111,213022,96075,30633,16125
Bryce Canyon NP,BRCA,2011,13446,14536,35654,78147,142067,202943,219564,223659,194029,117262,33402,21291
Bryce Canyon NP,BRCA,2012,16265,18680,42546,89738,163348,198749,220851,211071,242075,123308,36251,22470
Bryce Canyon NP,BRCA,2013,15788,17572,51205,87023,166592,210292,226736,206853,203491,66747,36259,23317
Bryce Canyon NP,BRCA,2014,18006,21066,53422,101133,157099,211989,219744,230442,217004,131490,44669,29677
Bryce Canyon NP,BRCA,2015,21949,30090,63170,123978,197742,305465,265809,248654,252839,152995,48745,34368
Bryce Canyon NP,BRCA,2016,24285,34330,92080,137698,292369,380354,384390,365738,366702,180925,67714,38525
Bryce Canyon NP,BRCA,2017,27774,32979,82110,153242,330743,376786,416608,403964,380586,243118,74761,49013
Bryce Canyon NP,BRCA,2018,32433,37132,95204,185282,340351,409467,430020,393821,411456,227297,73053,43962
Bryce Canyon NP,BRCA,2019,36860,29813,75853,207061,327975,398290,401970,383458,392428,232094,65748,43354
Bryce Canyon NP,BRCA,2020,32744,38890,45132,3223,69579,195463,227563,210153,280398,228770,80618,52122
Bryce Canyon NP,BRCA,2021,37725,35653,96800,201771,294862,369184,284523,191404,287185,183461,77501,44531
Bryce Canyon NP,BRCA,2022,30960,35611,101308,236812,299919,330108,318861,308545,336588,233647,75378,46923
Bryce Canyon NP,BRCA,2023,29457,32094,79911,207926,315097,356652,343627,310367,367425,284766,78430,55517
Canyonlands NP,CANY,2005,3957,5670,30907,39709,56291,46908,51275,40225,55225,45512,13569,4133
Canyonlands NP,CANY,2006,4601,5872,26198,41683,56029,43372,54498,41711,60371,39063,14303,4836
Canyonlands NP,CANY,2007,3378,5987,26304,49333,59677,44744,38247,46957,70170,48970,19113,4680
Canyonlands NP,CANY,2008,3148,5925,31036,51242,64088,51055,42179,60216,62861,45861,14501,4603
Canyonlands NP,CANY,2009,3792,5886,31146,44339,66797,63943,44514,50513,59475,47701,14397,3738
Canyonlands NP,CANY,2010,3146,4617,23171,52536,64530,59457,46510,54274,60977,50808,11819,4063
Canyonlands NP,CANY,2011,3778,6449,27781,52941,77155,51268,49955,63815,63613,57486,13544,5988
Canyonlands NP,CANY,2012,5822,6852,33917,53944,66010,49661,49577,53677,63748,47675,15482,6587
Canyonlands NP,CANY,2013,3617,6495,35930,54979,75369,53996,69681,41655,64496,34508,16368,5148
Canyonlands NP,CANY,2014,5182,15632,44311,64543,66015,68550,56662,57457,68430,65256,22130,8263
Canyonlands NP,CANY,2015,6376,10550,47529,73625,91284,75578,69008,76100,82163,69966,22100,10328
Canyonlands NP,CANY,2016,5050,14360,47993,97038,128507,111544,77543,72813,94864,82181,29856,14469
Canyonlands NP,CANY,2017,7434,18698,65115,82159,107756,87253,75465,78510,91372,81386,33138,13985
Canyonlands NP,CANY,2018,9575,14323,66521,88731,106796,85834,68150,74737,96447,81353,35062,11920
Canyonlands NP,CANY,2019,7146,9705,60792,89861,114464,92295,64672,69297,97817,82642,31582,13723
Canyonlands NP,CANY,2020,9051,12120,14490,0,6304,63685,70480,59334,74444,107063,52831,24112
Canyonlands NP,CANY,2021,18837,20164,87001,116971,134778,110508,81922,65853,100238,102731,50323,22268
Canyonlands NP,CANY,2022,15184,19077,77834,99206,114926,87086,67640,63092,86326,91788,40745,16243
Canyonlands NP,CANY,2023,7529,13049,62300,102674,119438,92284,72734,64707,99439,101576,44314,20278
Capitol Reef NP,CARE,2005,4604,6462,28917,47550,83056,77067,74409,64961,79673,56577,16515,10464
Capitol Reef NP,CARE,2006,5075,6834,18086,55649,76723,66146,65369,62766,81145,52611,15611,5496
Capitol Reef NP,CARE,2007,5904,7167,24592,58371,81026,74525,63676,69827,88350,57927,17200,6342
Capitol Reef NP,CARE,2008,7397,10149,32754,52504,85845,78268,79735,86279,92384,55865,18060,5571
Capitol Reef NP,CARE,2009,6200,7561,23052,54627,92630,81430,84737,72759,95922,73782,17171,7337
Capitol Reef NP,CARE,2010,5999,6436,21848,56137,100098,92844,89045,81665,111460,73327,16115,7687
Capitol Reef NP,CARE,2011,6614,7596,26318,61751,88387,104752,99998,79717,97230,69650,17561,9260
Capitol Reef NP,CARE,2012,10752,8080,26473,61049,103679,88105,82872,84895,98812,81213,20047,7368
Capitol Reef NP,CARE,2013,5915,7608,39512,53120,114082,90063,87889,77279,102187,57139,20600,8276
Capitol Reef NP,CARE,2014,10548,10315,40384,70564,120903,96034,90103,94104,120901,95466,24849,12343
Capitol Reef NP,CARE,2015,9083,15187,49126,84453,131165,118355,129060,121043,135543,103721,33425,10868
Capitol Reef NP,CARE,2016,10714,15529,63776,90702,174851,132427,125552,105670,150775,137855,38628,18425
Capitol Reef NP,CARE,2017,10546,15835,58636,146830,175686,135677,137856,113514,168104,119114,48101,20266
Capitol Reef NP,CARE,2018,15526,21053,84364,137321,193280,149564,140103,121651,166826,138490,42478,16971
Capitol Reef NP,CARE,2019,11893,12368,73416,147156,196840,151410,129372,127341,170057,146664,42859,17143
Capitol Reef NP,CARE,2020,14155,20579,45804,13014,90903,158421,123274,106071,178879,120014,73268,36656
Capitol Reef NP,CARE,2021,20786,25718,115728,165498,221206,189603,151042,93792,164879,164192,63192,29717
Capitol Reef NP,CARE,2022,20089,25859,90092,128061,221889,165870,107562,118927,130243,140119,57972,20925
Capitol Reef NP,CARE,2023,10921,18160,74501,135478,191143,193935,113890,103047,174351,171042,53727,28666
Carlsbad Caverns NP,CAVE,2005,15567,16222,51648,29721,37080,54295,79411,40716,24415,22551,19960,22200
Carlsbad Caverns NP,CAVE,2006,16522,16466,49056,36439,37052,51714,71849,35669,25313,25440,20439,21408
Carlsbad Caverns NP,CAVE,2007,10763,13625,45682,32439,38622,54475,73537,47673,28096,25519,17738,21391
Carlsbad Caverns NP,CAVE,2008,15040,14496,51488,25612,41793,50716,65639,47223,20607,22358,20657,24752
Carlsbad Caverns NP,CAVE,2009,18678,17729,49446,35488,38857,56293,74640,49047,27056,24765,20582,20058
Carlsbad Caverns NP,CAVE,2010,15223,14125,46720,32038,39024,55890,75093,43954,26303,28705,25756,25693
Carlsbad Caverns NP,CAVE,2011,14434,14132,45659,30672,34475,41345,62255,34053,23816,24712,19532,19915
Carlsbad Caverns NP,CAVE,2012,14044,14080,44131,31173,35411,50969,62388,38677,23857,23706,19748,22874
Carlsbad Caverns NP,CAVE,2013,13354,14541,49637,29066,37253,52188,67267,46967,28603,8040,18746,22904
Carlsbad Caverns NP,CAVE,2014,16251,16157,43129,34926,37253,49729,65899,47616,18768,23537,19874,24170
Carlsbad Caverns NP,CAVE,2015,11930,16416,49677,37600,45315,58142,82452,48084,31630,29050,19488,15936
Carlsbad Caverns NP,CAVE,2016,13534,13046,51157,27222,40834,60625,89963,43799,33676,32932,27810,32175
Carlsbad Caverns NP,CAVE,2017,17746,20342,67429,45744,53960,61408,81748,42952,27714,31570,38440,30973
Carlsbad Caverns NP,CAVE,2018,19172,21051,64669,33182,39735,63091,76302,37116,31053,44238,27358,8945
Carlsbad Caverns NP,CAVE,2019,3093,19470,56581,37543,41516,57111,69444,36354,28455,33014,27519,30591
Carlsbad Caverns NP,CAVE,2020,21319,20860,28925,1138,1338,10124,18855,17002,16717,21424,9265,16868
Carlsbad Caverns NP,CAVE,2021,16219,13270,30749,25859,29206,34015,53346,29210,24922,34791,28082,29575
Carlsbad Caverns NP,CAVE,2022,20549,21887,48021,37869,34898,45193,51525,24177,23494,32267,23257,27795
Carlsbad Caverns NP,CAVE,2023,17532,19802,48596,38773,35216,42895,44816,25083,26461,37016,28331,29600
Channel Islands NP,CHIS,2005,19573,21574,41489,40623,38757,61422,64849,52469,42447,28700,22204,NA
Channel Islands NP,CHIS,2006,16009,22396,30129,35366,32466,39562,50276,51456,36954,23665,21689,15288
Channel Islands NP,CHIS,2007,16087,23541,38890,35241,30366,37646,43741,43895,36658,21340,16468,16933
Channel Islands NP,CHIS,2008,13861,19698,30885,29361,22006,36709,46116,46593,30425,23139,18847,14537
Channel Islands NP,CHIS,2009,17352,24320,35244,36596,39758,29663,42749,46835,29820,19619,14275,12514
Channel Islands NP,CHIS,2010,19213,23044,24377,22903,26806,27992,29118,32454,22813,16520,19691,12584
Channel Islands NP,CHIS,2011,14343,5384,16432,24939,20563,27136,38637,30872,21264,19337,11667,12182
Channel Islands NP,CHIS,2012,15786,17918,20902,19663,24524,29404,36269,33227,24867,19904,4999,2131
Channel Islands NP,CHIS,2013,12800,10671,15541,18927,21009,24797,27997,26273,18851,7193,13638,14332
Channel Islands NP,CHIS,2014,18927,21183,32109,25698,32869,43584,50470,39208,27100,18271,17923,14819
Channel Islands NP,CHIS,2015,19847,21653,29901,23479,34023,33193,46749,35392,24994,21871,18913,14801
Channel Islands NP,CHIS,2016,15710,20168,28054,26142,33476,39342,49119,45123,39450,28906,20029,19288
Channel Islands NP,CHIS,2017,18887,20325,32263,33888,37528,44852,56194,40750,33063,25495,23696,16746
Channel Islands NP,CHIS,2018,15986,24878,30668,37565,33616,39141,49533,39684,31267,26844,21703,15365
Channel Islands NP,CHIS,2019,9193,22263,34951,39218,39070,44915,47581,49793,38681,36691,25212,22062
Channel Islands NP,CHIS,2020,18955,20318,13408,365,2514,13740,15323,18462,18147,26302,16745,3011
Channel Islands NP,CHIS,2021,1684,13176,13914,22512,28239,40977,41381,36839,37121,35612,30330,17467
Channel Islands NP,CHIS,2022,16968,21175,25048,30769,23636,30138,37853,33844,31120,27647,27468,17579
Channel Islands NP,CHIS,2023,12950,19726,25063,27243,30918,36635,38390,31076,31607,28935,27115,19088
Congaree NP,CONG,2005,5120,5534,12560,9524,8780,4567,4609,5135,6537,10642,5974,5319
Congaree NP,CONG,2006,7511,4133,16025,17130,12478,13449,9713,6590,10002,14352,11804,10858
Congaree NP,CONG,2007,6538,6522,13128,12783,11094,8026,14914,12167,8735,7403,8235,5979
Congaree NP,CONG,2008,6444,13877,12122,11080,11671,6699,3749,7282,8941,7295,8327,7426
Congaree NP,CONG,2009,4982,9081,11524,13695,20902,7011,9052,7381,11086,11511,10762,5983
Congaree NP,CONG,2010,5241,17022,21712,3936,9081,9992,10169,6829,7187,13568,11640,4831
Congaree NP,CONG,2011,6657,8621,12582,11277,11215,11689,3233,11117,15493,11676,9825,6781
Congaree NP,CONG,2012,8132,6641,11524,11967,14102,6388,8362,7088,8501,11004,9470,6506
Congaree NP,CONG,2013,10098,6197,12453,14120,12612,11977,11859,8064,8220,6794,11044,6902
Congaree NP,CONG,2014,7994,7710,12177,16771,9351,9408,7909,9751,9756,11901,10325,7069
Congaree NP,CONG,2015,3435,6068,11150,10804,10988,7964,8640,4946,3880,4158,8935,6545
Congaree NP,CONG,2016,6850,6556,19387,14227,16201,13592,8229,11052,11646,12749,10792,12562
Congaree NP,CONG,2017,7458,13388,21778,18696,18947,14104,10278,13638,7821,11712,13307,8468
Congaree NP,CONG,2018,7186,11166,21238,14186,22489,13120,10544,12348,5675,8870,9691,9416
Congaree NP,CONG,2019,7000,10910,17121,15408,28786,13282,10936,11028,8312,13902,11765,10995
Congaree NP,CONG,2020,9672,10220,10790,0,140,4278,12127,9554,11375,19039,17473,14638
Congaree NP,CONG,2021,14159,14064,22219,20036,24978,18298,16936,12334,17309,19682,17860,17306
Congaree NP,CONG,2022,11149,16124,24310,25618,24164,18903,12054,11645,14119,16994,15765,13677
Congaree NP,CONG,2023,15374,15073,28505,21710,28944,20379,18389,11939,21252,26087,23527,18935
Crater Lake NP,CRLA,2005,5835,6811,10337,10392,23271,59306,95993,120183,61550,22934,26381,4247
Crater Lake NP,CRLA,2006,4039,4379,5295,9737,20278,52442,101557,97086,64983,28526,150,500
Crater Lake NP,CRLA,2007,13959,850,6466,21457,27607,61358,105139,105549,72140,26474,23676,4283
Crater Lake NP,CRLA,2008,12451,13386,2661,26931,20379,48406,95659,102700,59111,23117,6964,3921
Crater Lake NP,CRLA,2009,6283,5796,6622,10818,25533,61929,108906,108605,72444,27380,7975,4225
Crater Lake NP,CRLA,2010,5822,6319,9465,7509,25586,62567,116691,90827,79222,30803,8807,4701
Crater Lake NP,CRLA,2011,6358,6312,4392,8174,18618,44118,109974,112491,79495,28060,5559,0
Crater Lake NP,CRLA,2012,7969,5629,4680,27921,20402,55678,111194,109410,79574,24794,0,0
Crater Lake NP,CRLA,2013,6325,5566,9637,12903,86716,70665,118819,110619,76796,7018,8645,9318
Crater Lake NP,CRLA,2014,7501,4592,15767,10125,30492,76338,121701,124944,87060,37254,9614,10120
Crater Lake NP,CRLA,2015,10489,8635,13938,16918,48217,84679,147623,97673,128398,42803,12769,2570
Crater Lake NP,CRLA,2016,3112,7170,8961,20389,40627,122905,190231,176895,131760,38985,10325,4984
Crater Lake NP,CRLA,2017,1935,1402,8716,15043,38145,136567,208237,157429,84340,41231,9687,9017
Crater Lake NP,CRLA,2018,9220,8000,11143,19790,52298,110842,179570,134628,110911,58308,21309,4640
Crater Lake NP,CRLA,2019,3120,2436,4800,15898,44808,103442,201191,163472,98266,41635,16843,8601
Crater Lake NP,CRLA,2020,3492,3351,5304,686,814,59731,209678,222368,59093,61613,18270,26100
Crater Lake NP,CRLA,2021,8026,7803,15312,25680,56746,95155,194712,106379,64152,47196,19410,7180
Crater Lake NP,CRLA,2022,6752,9213,11933,14779,31822,70975,139513,107351,78967,39989,10481,5484
Crater Lake NP,CRLA,2023,4384,8143,14062,15850,29030,54566,155809,127179,78550,45595,15376,11432
Cuyahoga Valley NP,CUVA,2005,251858,136394,167899,173008,227866,293581,288451,298267,241981,218612,132778,103132
Cuyahoga Valley NP,CUVA,2006,165462,246261,155013,181654,222555,285798,237651,289735,270245,182068,98662,133712
Cuyahoga Valley NP,CUVA,2007,101974,96340,178670,166334,208068,351112,308512,321610,245970,280078,118438,109550
Cuyahoga Valley NP,CUVA,2008,102496,161192,111166,186788,203352,361457,427995,422704,256417,309012,140200,145454
Cuyahoga Valley NP,CUVA,2009,103680,95854,125105,257775,235029,297327,347105,309167,250824,278090,172849,116483
Cuyahoga Valley NP,CUVA,2010,108972,80931,155486,238394,309477,273111,271603,304191,254221,258050,117910,120324
Cuyahoga Valley NP,CUVA,2011,81375,85897,80347,147180,266216,256025,283279,294445,199990,225421,126099,114911
Cuyahoga Valley NP,CUVA,2012,86320,90599,149846,194132,257820,272900,290576,282757,236390,203339,122400,112643
Cuyahoga Valley NP,CUVA,2013,84333,78012,104524,181602,260588,260571,289470,282907,239958,78947,125141,116957
Cuyahoga Valley NP,CUVA,2014,89704,81166,98108,198023,245144,246874,286307,273080,221783,228171,109529,111960
Cuyahoga Valley NP,CUVA,2015,76795,72272,105883,210102,283076,250161,319145,287975,206668,227876,129512,115147
Cuyahoga Valley NP,CUVA,2016,85195,83784,104225,171879,255362,306943,335174,332781,236792,245369,149398,116488
Cuyahoga Valley NP,CUVA,2017,94019,90987,110435,181533,242698,247225,282963,284709,254864,189704,141098,106644
Cuyahoga Valley NP,CUVA,2018,87889,85669,105152,144536,246129,228620,298486,250311,192662,209344,136691,110564
Cuyahoga Valley NP,CUVA,2019,88020,82061,126521,177318,225949,284079,284928,285616,226681,203708,142329,110787
