ParkName,UnitCode,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Guadalupe Mountains NP,GUMO,2014,6265,8695,18340,24361,15499,12689,14272,13014,9171,19361,13737,11464
Guadalupe Mountains NP,GUMO,2015,6763,10781,21869,22299,14259,11907,18007,13052,9443,17086,14409,9660
Guadalupe Mountains NP,GUMO,2016,8499,10791,23426,15690,16276,13126,13619,11237,15125,18984,21663,13403
Guadalupe Mountains NP,GUMO,2017,12105,21610,51285,18856,18076,14733,12234,14183,10114,17643,20336,14082
Guadalupe Mountains NP,GUMO,2018,8327,13443,12275,19718,16579,16341,11514,13945,12322,19438,21512,6933
Guadalupe Mountains NP,GUMO,2019,1049,9462,27831,20970,25204,14376,13540,10532,12157,23513,15161,15038
Guadalupe Mountains NP,GUMO,2020,14151,14716,19505,2321,0,1588,8285,7767,14552,25654,25402,17315
Guadalupe Mountains NP,GUMO,2021,13801,12590,31321,26595,23686,15384,16755,15734,13701,25150,22906,25668
Guadalupe Mountains NP,GUMO,2022,13329,14698,36310,26643,18145,10855,11908,9606,14204,23078,20482,20729
Guadalupe Mountains NP,GUMO,2023,13711,21336,44555,23979,18668,13971,13035,6652,10710,23445,17647,19631
Haleakala NP,HALE,2005,104335,110961,123900,115106,127941,122234,148589,142755,126691,120566,111037,120566
Haleakala NP,HALE,2006,125084,110578,121767,111260,117049,141643,140972,132075,118641,91843,86418,128738
Haleakala NP,HALE,2007,107402,89838,115461,106371,118534,120650,129311,148140,104875,114805,66799,100631
Haleakala NP,HALE,2008,104019,83102,107714,97604,106353,107207,105028,115471,91232,94421,88487,84430
Haleakala NP,HALE,2009,89951,87466,93639,88113,88255,94221,99033,101092,91915,96944,87149,91326
Haleakala NP,HALE,2010,92840,92510,94951,89196,94632,94423,105196,105189,98133,85258,77317,75961
Haleakala NP,HALE,2011,74656,74289,84660,70373,78907,77327,83291,81116,83297,84262,80617,84194
Haleakala NP,HALE,2012,85649,84336,89234,82197,91890,89232,102272,102717,90383,97641,87405,91712
Haleakala NP,HALE,2013,87198,82908,99538,65910,89138,95196,77348,24994,44510,19875,44507,54178
Haleakala NP,HALE,2014,90299,84262,93803,93199,90016,103977,105419,98458,92327,97832,90380,102068
Haleakala NP,HALE,2015,94741,87335,100985,98444,106655,107933,114193,105682,102845,99116,94726,104117
Haleakala NP,HALE,2016,107269,101804,108907,99227,111482,108549,107644,116376,100997,109571,98511,93221
Haleakala NP,HALE,2017,105951,86467,101252,91200,105664,101215,106569,104603,95214,53030,52971,108254
Haleakala NP,HALE,2018,97098,89499,89853,93034,104022,102600,123871,83129,69877,52879,52581,85641
Haleakala NP,HALE,2019,53523,83666,93074,87763,85159,85338,86267,84618,98856,73204,72075,90851
Haleakala NP,HALE,2020,77427,69447,35688,0,0,2376,10048,1854,9608,13997,42320,56382
Haleakala NP,HALE,2021,46112,51021,51871,63781,79469,89207,89064,79648,79339,74933,72249,76487
Haleakala NP,HALE,2022,71681,68985,83897,89299,93713,97394,104084,106137,95674,96761,82116,97875
Haleakala NP,HALE,2023,74088,69059,77302,81423,83619,82677,86122,19704,43244,57173,53164,63717
Hawaii Volcanoes NP,HAVO,2005,99838,108732,119045,97255,124291,80464,136564,211615,181520,167435,207796,126641
Hawaii Volcanoes NP,HAVO,2006,113786,113477,134364,128815,148039,204521,162344,164330,110435,112685,104488,114962
Hawaii Volcanoes NP,HAVO,2007,135389,127203,111108,113100,113226,130087,151606,136842,99929,107178,121106,121005
Hawaii Volcanoes NP,HAVO,2008,125819,112535,112830,74183,102657,109068,125588,119564,85911,103255,98361,100767
Hawaii Volcanoes NP,HAVO,2009,104071,106169,106949,98328,93725,113992,120705,111729,89659,84031,95842,107905
Hawaii Volcanoes NP,HAVO,2010,111328,106127,106614,98318,105848,115885,129048,112397,97509,95689,112732,113172
Hawaii Volcanoes NP,HAVO,2011,123319,117755,115353,87252,94486,120834,136365,129456,97609,99271,117713,112710
Hawaii Volcanoes NP,HAVO,2012,122790,117846,117042,103413,111466,115099,143777,141101,106287,127814,138699,138594
Hawaii Volcanoes NP,HAVO,2013,150606,147131,139222,124963,117469,137853,160617,137614,121625,69872,131877,144360
Hawaii Volcanoes NP,HAVO,2014,157772,157000,140499,127184,123662,146570,163849,151578,121950,121337,131262,150342
Hawaii Volcanoes NP,HAVO,2015,156106,151778,145077,140357,169435,170792,178630,164216,126494,133769,136135,159871
Hawaii Volcanoes NP,HAVO,2016,167814,164194,145909,129986,138100,165905,182278,180413,126474,146883,162033,177591
Hawaii Volcanoes NP,HAVO,2017,197836,169822,165607,151049,155710,180135,201554,183307,141377,147225,149202,173878
Hawaii Volcanoes NP,HAVO,2018,188100,180291,174690,163037,52759,4458,4117,3974,32319,86589,106103,120454
Hawaii Volcanoes NP,HAVO,2019,128836,120931,113452,103247,102792,113015,133249,125357,92720,96054,107457,131266
Hawaii Volcanoes NP,HAVO,2020,130909,124004,61695,60,580,15903,36164,31876,25270,27962,41888,93464
Hawaii Volcanoes NP,HAVO,2021,75767,65565,75511,78467,87590,111943,130475,125262,99681,128209,141136,143141
Hawaii Volcanoes NP,HAVO,2022,131878,124763,125348,117463,126309,140532,157966,147497,118565,121585,133092,135963
Hawaii Volcanoes NP,HAVO,2023,186410,138766,119052,106990,109303,176017,142751,138572,137315,113614,116470,135034
Hot Springs NP,HOSP,2005,58299,67287,107762,137349,135740,162378,153710,125808,120094,121480,92855,57398
Hot Springs NP,HOSP,2006,63291,45513,85903,119459,138477,138477,126549,142993,142993,136383,74361,59057
Hot Springs NP,HOSP,2007,50806,59103,120640,102874,131133,148778,160579,116595,112463,127010,103194,66977
Hot Springs NP,HOSP,2008,54949,55289,101016,100055,117306,142443,154249,125120,115874,114971,93478,63397
Hot Springs NP,HOSP,2009,55192,58258,92697,95316,122783,137184,150437,145757,132538,125633,106864,62048
Hot Springs NP,HOSP,2010,57714,45426,121062,80605,137294,165950,170185,115694,145083,120130,92167,60497
Hot Springs NP,HOSP,2011,64291,56491,99721,90462,117839,154855,166479,138971,206766,128869,97348,74262
Hot Springs NP,HOSP,2012,64057,47453,95344,90554,122049,169756,156730,137986,128628,137476,90544,61928
Hot Springs NP,HOSP,2013,49392,74023,124409,103946,111102,141974,159783,138472,134039,129070,97763,61746
Hot Springs NP,HOSP,2014,57054,73745,120382,109969,134891,118329,201541,192324,132472,123734,101039,59004
Hot Springs NP,HOSP,2015,74443,89315,119827,92206,130482,156026,166898,150302,139843,137997,98468,62355
Hot Springs NP,HOSP,2016,71988,70611,125067,103658,137061,149318,190199,181221,147133,161294,118453,88297
Hot Springs NP,HOSP,2017,78452,85069,124670,107420,133958,157374,177934,215752,143475,126573,104899,106040
Hot Springs NP,HOSP,2018,73050,96294,132156,118540,129998,144405,177712,175012,138285,142710,103819,74906
Hot Springs NP,HOSP,2019,73964,79322,125290,113397,136514,149049,139005,181982,143915,137861,108534,78320
Hot Springs NP,HOSP,2020,40840,51743,128723,133256,45894,146727,158359,178497,141100,140286,106177,76613
Hot Springs NP,HOSP,2021,62618,75786,128516,145067,311165,363083,382406,192985,144841,148573,118176,89668
Hot Springs NP,HOSP,2022,152015,240294,286198,290655,219394,314623,224339,121300,112049,231618,251837,201811
Hot Springs NP,HOSP,2023,171283,244678,281716,271204,309282,338669,263022,245673,76124,116869,96740,87707
Indiana Dunes NP,INDU,2005,47189,48589,95605,123495,164309,303310,358000,271500,176484,172414,294311,72130
Indiana Dunes NP,INDU,2006,79738,91209,142869,172698,237535,222296,323569,212657,166756,115264,95094,78447
Indiana Dunes NP,INDU,2007,101425,90281,121486,184872,227415,266917,308973,220205,183060,85851,87854,94005
Indiana Dunes NP,INDU,2008,103752,97179,67309,108459,147595,230591,387513,305361,140252,130188,61223,54174
Indiana Dunes NP,INDU,2009,42892,47599,110867,100971,207383,293039,392247,344229,178591,101558,80610,44582
Indiana Dunes NP,INDU,2010,55054,62911,82251,121602,254665,305983,454424,370482,182416,143659,66410,50488
Indiana Dunes NP,INDU,2011,53183,49952,70320,86951,172397,269168,421285,287267,147977,154666,67993,59354
Indiana Dunes NP,INDU,2012,58521,51948,106271,73145,194496,270881,361124,260821,160416,228117,67680,55961
Indiana Dunes NP,INDU,2013,54937,47432,77032,101281,144046,219493,357123,304087,190536,78671,62707,44350
Indiana Dunes NP,INDU,2014,40701,51423,85786,89324,161258,215070,283291,255908,144874,102336,64236,59165
Indiana Dunes NP,INDU,2015,55607,47594,93170,93419,141525,174125,362197,262479,169403,101082,75316,64278
Indiana Dunes NP,INDU,2016,56588,73072,90653,99945,175447,242632,308792,219929,179245,115180,82775,53965
Indiana Dunes NP,INDU,2017,60576,85561,90620,102570,149426,247641,319946,462357,405688,82494,87193,64399
Indiana Dunes NP,INDU,2018,70652,70450,128682,93585,143790,240295,421553,204010,167089,132862,52878,30233
Indiana Dunes NP,INDU,2019,69916,85702,219070,107862,142403,302203,449968,290469,206226,105984,79674,74808
Indiana Dunes NP,INDU,2020,82444,87813,93273,91272,154428,341505,427408,389689,225594,227773,78893,93014
Indiana Dunes NP,INDU,2021,86065,93430,171050,234442,396362,319611,594272,437313,343696,253640,144881,102448
Indiana Dunes NP,INDU,2022,71633,74372,127431,141437,234403,438727,575495,470160,271515,232067,108278,88662
Indiana Dunes NP,INDU,2023,72043,85594,123793,149947,266439,550235,509785,401694,245308,167652,104878,88524
Isle Royale NP,ISRO,2005,39,33,77,78,689,2702,5415,6120,1854,193,38,160
Isle Royale NP,ISRO,2006,52,35,51,82,711,2809,5953,6113,1070,59,61,74
Isle Royale NP,ISRO,2007,48,30,49,70,710,2857,5377,5249,1265,217,31,70
Isle Royale NP,ISRO,2008,38,32,37,66,579,2569,4184,5186,1107,194,19,27
Isle Royale NP,ISRO,2009,31,32,43,72,653,2465,4288,5332,1524,145,19,49
Isle Royale NP,ISRO,2010,69,51,42,94,652,2372,5245,5463,1514,237,38,16
Isle Royale NP,ISRO,2011,35,35,38,53,601,2501,5163,5803,1332,272,39,20
Isle Royale NP,ISRO,2012,31,41,56,61,692,2628,5523,5467,1916,181,26,41
Isle Royale NP,ISRO,2013,21,29,26,35,564,3660,5087,5398,1376,32,25,21
Isle Royale NP,ISRO,2014,11,12,6,15,440,2548,4745,5330,1284,122,19,28
Isle Royale NP,ISRO,2015,12,20,41,78,947,3309,5059,7081,1869,176,44,48
Isle Royale NP,ISRO,2016,26,34,52,60,1032,4040,7567,8878,2911,235,70,61
Isle Royale NP,ISRO,2017,47,67,87,128,1377,4576,8212,10251,3046,255,69,81
Isle Royale NP,ISRO,2018,32,67,65,65,961,4751,7296,8813,3168,474,55,51
Isle Royale NP,ISRO,2019,4,37,55,61,1055,4837,7714,8798,3342,402,47,58
Isle Royale NP,ISRO,2020,47,49,41,0,0,240,2160,2494,1404,58,0,0
Isle Royale NP,ISRO,2021,0,0,0,39,1206,5247,8335,7513,3272,232,0,0
Isle Royale NP,ISRO,2022,0,0,0,37,1206,5224,7938,7981,2849,219,0,0
Isle Royale NP,ISRO,2023,0,0,0,51,1376,6184,8766,8982,3307,299,0,0
Joshua Tree NP,JOTR,2005,89602,107227,267723,207664,126323,76272,50610,66270,70188,101034,113626,98572
Joshua Tree NP,JOTR,2006,104777,117045,152137,189636,108837,67150,46833,58973,73089,105927,128990,103027
Joshua Tree NP,JOTR,2007,95278,124960,149974,166256,105744,68848,68325,73565,76578,107220,156581,105650
Joshua Tree NP,JOTR,2008,102205,127998,260407,177975,113044,60395,64621,66032,78831,117308,129558,94072
Joshua Tree NP,JOTR,2009,98513,97112,171428,177361,123705,74463,65923,67161,79011,119870,126299,103625
Joshua Tree NP,JOTR,2010,106932,123925,207336,190427,131035,76320,72789,80053,81596,117098,134653,112812
Joshua Tree NP,JOTR,2011,116050,119977,194339,195244,124339,81534,74707,64969,71694,102752,135131,115501
Joshua Tree NP,JOTR,2012,109800,128888,178259,186175,117183,72981,74748,68027,79377,104590,145103,130986
Joshua Tree NP,JOTR,2013,114833,130396,197074,196575,127406,77567,74274,89444,71667,54688,120911,128505
Joshua Tree NP,JOTR,2014,101069,152467,195810,187219,125920,76297,78413,94933,89968,131935,175727,180146
Joshua Tree NP,JOTR,2015,169097,200450,256873,216432,177545,110176,102545,107537,123171,163512,200168,198250
Joshua Tree NP,JOTR,2016,193843,236807,327072,242959,220378,110505,149299,148427,156795,220065,248731,250405
Joshua Tree NP,JOTR,2017,240124,260139,404545,361992,221752,125896,124571,142340,157084,223008,307770,284398
Joshua Tree NP,JOTR,2018,297435,288392,404708,325715,247786,153556,130427,142015,149124,221232,299880,282112
Joshua Tree NP,JOTR,2019,195993,261230,469183,374789,250928,187551,138967,120911,160294,233995,291230,303476
Joshua Tree NP,JOTR,2020,268187,298294,226600,0,89831,184139,147037,134518,168181,253877,360238,268640
Joshua Tree NP,JOTR,2021,229995,285687,375049,383735,285611,181050,125568,123163,163241,213088,334802,363411
Joshua Tree NP,JOTR,2022,277128,302834,431849,358701,228627,159177,149070,135137,150533,222629,316911,325698
Joshua Tree NP,JOTR,2023,285621,303933,434257,390555,263984,212700,144420,156172,189383,233697,313688,341994
Katmai NP & PRES,KATM,2005,0,210,210,210,210,5988,26717,12868,7761,0,0,100
Katmai NP & PRES,KATM,2006,0,0,100,200,250,13789,24554,17735,11402,200,200,200
Katmai NP & PRES,KATM,2007,100,100,100,200,0,13789,24554,43791,0,0,0,0
Katmai NP & PRES,KATM,2008,0,0,25,0,0,3450,0,4495,0,0,0,0
Katmai NP & PRES,KATM,2009,10,10,10,10,250,14020,24825,1950,1950,0,0,0
Katmai NP & PRES,KATM,2010,0,0,0,0,100,8143,25238,13177,8474,0,0,40
Katmai NP & PRES,KATM,2011,25,25,25,210,210,5524,25229,8960,8731,0,0,0
Katmai NP & PRES,KATM,2012,0,0,0,0,0,5614,17171,10727,6306,0,0,0
Katmai NP & PRES,KATM,2013,0,0,0,0,0,5040,15222,4975,3429,100,100,100
Katmai NP & PRES,KATM,2014,0,0,0,0,0,5188,16895,4860,3953,0,0,0
Katmai NP & PRES,KATM,2015,100,100,100,100,100,5140,16676,10222,4980,100,100,100
Katmai NP & PRES,KATM,2016,100,100,100,100,100,5140,16676,10222,4980,100,100,100
Katmai NP & PRES,KATM,2017,100,100,100,100,100,5140,16676,10222,4980,100,100,100
Katmai NP & PRES,KATM,2018,100,100,100,100,100,5140,16676,10222,4980,100,100,100
Katmai NP & PRES,KATM,2019,100,100,100,100,100,9690,37318,23772,12587,100,100,100
Katmai NP & PRES,KATM,2020,20,20,20,20,21,7749,14922,14771,13908,20,20,20
Katmai NP & PRES,KATM,2021,0,0,0,0,149,3403,9073,7547,4223,369,0,0
Katmai NP & PRES,KATM,2022,20,0,20,20,144,5089,12600,9991,5734,250,20,20
Katmai NP & PRES,KATM,2023,20,20,20,22,72,3887,13067,10316,6055,244,20,20
Kenai Fjords NP,KEFJ,2005,11,89,25,249,19241,60602,82374,66226,25444,3592,439,5
Kenai Fjords NP,KEFJ,2006,24,87,305,250,15817,62450,87060,59752,25455,309,5,116
Kenai Fjords NP,KEFJ,2007,184,121,114,2,15744,69895,89462,78738,26340,3952,31,21
Kenai Fjords NP,KEFJ,2008,223,173,224,0,14286,68501,83794,80307,23288,1373,21,0
Kenai Fjords NP,KEFJ,2009,53,170,131,37,20862,53069,58793,61289,21783,2149,8,14
Kenai Fjords NP,KEFJ,2010,50,46,127,40,17651,56375,73916,63456,82895,0,39,3001
Kenai Fjords NP,KEFJ,2011,0,0,0,0,19431,58675,84204,58960,125582,0,0,0
Kenai Fjords NP,KEFJ,2012,48,75,95,3,14577,67696,84556,72320,41563,111,118,117
Kenai Fjords NP,KEFJ,2013,80,264,54,0,14106,62796,87383,72135,45303,1201,68,112
Kenai Fjords NP,KEFJ,2014,0,79,19,2,21907,62333,83496,74958,24900,2944,0,28
Kenai Fjords NP,KEFJ,2015,10,19,19,13,27483,65558,88310,80699,29213,4785,563,25
Kenai Fjords NP,KEFJ,2016,5,18,17,281,26326,79499,107851,90335,37921,4180,39,62
Kenai Fjords NP,KEFJ,2017,27,46,31,16,26598,75399,100682,64760,31297,4707,12,23
Kenai Fjords NP,KEFJ,2018,30,39,34,21,24810,73689,99606,85055,35090,3149,29,44
Kenai Fjords NP,KEFJ,2019,21,37,40,21,28944,91280,120632,78129,33346,4121,7,23
Kenai Fjords NP,KEFJ,2020,28,58,72,2,4161,21121,31809,32689,21158,4704,33,47
Kenai Fjords NP,KEFJ,2021,31,23,38,13,25943,96643,121131,110733,50041,7141,6,39
Kenai Fjords NP,KEFJ,2022,22,43,78,429,31503,101386,116723,92850,40343,6496,6,64
Kenai Fjords NP,KEFJ,2023,96,98,126,8,20780,92227,123102,104533,42189,4336,1,29
Kings Canyon NP,KICA,2005,17858,17338,24369,28788,57008,77865,104051,91887,66683,57469,29519,22058
Kings Canyon NP,KICA,2006,20063,18436,17507,26699,55953,70636,100130,95774,63316,47937,22613,13702
Kings Canyon NP,KICA,2007,19707,19583,22021,29968,59223,71757,103295,91726,65545,50086,26383,20835
